,Genre,Language,Nudity,Rating,Sex,Title,Violence
0,Science Fiction,None,None,PG,None,Matilda,Light
1,Science Fiction,Medium,None,PG-13,None,Chain Reaction,Medium
2,Action,Light,None,R,Light,Supercop,Heavy
3,Comedy,Medium,Light,PG,None,Carpool,Medium
4,Comedy,Light,None,PG-13,Light,Jack,Light
5,Comedy,Heavy,Heavy,R,Heavy,Maybe…Maybe Not,None
6,Horror,Heavy,None,R,Light,The Frighteners,Heavy
7,Drama,Heavy,Heavy,R,Heavy,Trainspotting,Light
8,Comedy,Heavy,Medium,R,Heavy,Mouth To Mouth (Boca A Boca),Medium
9,Action-Adventure,Heavy,Heavy,R,Heavy,Fled,Heavy
10,Comedy,Medium,None,PG-13,Light,Multiplicity,None
11,Science Fiction,Light,None,PG,None,Kazaam,Light
12,Wilderness adventure,Medium,None,PG,Light,Alaska,Medium
13,Fairy Tale,Light,None,G,None,The Adventures Of Pinocchio,Light
14,Action,Heavy,Medium,,Medium,Switchblade Sisters,Heavy
15,Thriller,None,None,,Medium,Purple Noon,Medium
16,Comedy,Heavy,Light,R,Light,Walking And Talking,None
17,Science Fiction,Medium,None,R,Light,The Visitors,Medium
18,War,Heavy,None,R,None,Courage Under Fire,Heavy
19,Drama,Medium,Medium,R,Medium,Heavy,Medium
20,Drama,Heavy,None,R,Medium,Lone Star,Medium
21,Drama,Heavy,None,R,None,A Time To Kill,Heavy
22,Science Fiction,Heavy,Light,PG-13,Light,Independence Day,Medium
23,Drama,None,None,PG,None,Emma,Light
24,Operatic Drama,None,None,Not rated by MPAA,Light,The Umbrellas Of Cherbourg,None
25,Comic detective satire,Heavy,Heavy,R,Heavy,Stripteasevii,Medium
26,Drama,Light,Medium,Not Rated by MPAA,None,Magic Hunter,Medium
27,Comedy,Heavy,Light,R,Medium,Kingpin,Medium
28,Comedy,Heavy,None,PG-13,Medium,The Nutty Professor,Medium
29,Science Fiction,None,Light,R,Light,City Of Lost Children,Heavy
30,Drama,Heavy,None,PG,Light,Phenomenon,None
31,War Drama,Heavy,Light,Not rated by MPAA,Medium,The Last Lieutenant,Medium
32,Animation,Light,None,G,Light,The Hunchback Of Notre Dame,Medium
33,Church resource,None,None,Not rated by MPAA,None,Marriage Savers:  Resource Collection,None
34,Drama,Heavy,None,,Light,Taxi Driver,Heavy
