,Genre,Language,Nudity,Rating,Sex,Title,Violence
0,Drama,Heavy,Light,"R for pervasive drug and alcohol abuse, language and some sexual content/nudity",Heavy,It’S All Gone Pete Tong,Light
1,Drama,Light,Heavy,R,Medium,Modigliani,Medium
2,Action,Heavy,Light,PG-13,Medium,Mr. And Mrs. Smith,Heavy
3,Animated,None,Light,PG,None,Howl’S Moving Castle,Light
4,Drama,Heavy,None,Not Rated by MPAA,Light,Funny Ha Ha,Light
5,Drama,Heavy,Light,R,Light,Yes,Light
6,Documentary,Heavy,Medium,R,Medium,Murderball,Light
7,Comedy,Heavy,None,R for language,Light,Apres Vous (After You),Light
8,Drama,Light,Light,"PG for thematic elements, some sensuality and language",Light,Sisterhood Of The Traveling Pants,None
9,Comedy,Heavy,None,"PG-13 for crude and sexual humor, violence, language, and drug references",Light,The Longest Yard,Light
10,Comedy,Medium,None,PG-13 for some innuendo and rude humor,Light,The Honeymooners,Light
11,Documentary,Light,Light,PG,Light,Mad Hot Ballroom,None
12,Documentary,Medium,Light,PG-13,Light,Rize,Light
13,Thriller,Light,None,"PG-13 for intense action violence, disturbing images and some thematic elements",None,Batman Begins,Medium
14,Comedy,Light,Light,PG,Light,The Perfect Man,Light
15,Science Fiction,None,None,PG,None,The Adventures Of Shark Boy And Lava Girl In 3-D,Light
16,Documentary,None,None,G,None,Deep Blue,Light
17,Comedy,Light,None,G,None,Herbie Fully Loaded,Light
18,Drama,Heavy,Medium,NC-17,Heavy,Mysterious Skin,Heavy
19,Horror,Heavy,Light,"R for horror violence, some sexual content and language",Medium,House Of Wax,Heavy
20,Thriller,Heavy,Medium,R,Medium,Mindhunters,Heavy
21,Drama,Medium,Medium,R,Medium,Saving Face,Light
22,Comedy,Heavy,None,PG-13 for crude and sexual humor and language,Light,King’S Ransom,Light
23,Drama,Medium,Heavy,"R for some language including sexual references, and for brief nudity",Medium,Walk On Water,Light
24,Martial Arts Action Thriller,Heavy,Heavy,"R for strong violent content, language and some sexuality/nudity",Medium,Unleashed,Heavy
25,Action,Heavy,None,PG-13,Light,Xxx: State Of The Union,Heavy
26,Drama,Medium,Medium,Not Rated,Light,3-Iron,Medium
27,Drama,Heavy,Light,R,Medium,Heights,Light
28,Documentary,Heavy,Light,R,Light,Rock School,Light
29,Drama,Heavy,Heavy,Not Yet Rated,Light,Saraband,Light
30,Action Thriller,Heavy,None,R,Light,The Deal,Medium
31,Drama,Heavy,None,PG-13,Light,House Of D,None
32,Comedy,Light,None,PG,None,The Hitchhiker’S Guide To The Galaxy,Light
33,Comedy,Heavy,None,PG-13 for sex references and language,Light,Monster-In-Law,Light
34,Comedy,Medium,Medium,PG-13,Medium,A Lot Like Love,None
35,SF,None,Light,PG-13,None,Star Wars: Episode Iii Revenge Of The Sith,Medium
36,Drama,Heavy,Light,PG-13,None,Cinderella Man,Medium
37,Comedy,Medium,Light,PG,Light,Kicking And Screaming (2005),Light
38,Drama,Light,None,PG-13,None,Ladies In Lavender,Light
39,Family,Light,None,PG,None,Madagascar,Light
40,Black Comedy,Heavy,Medium,Not Rated,Heavy,Palindromes,Medium
41,Supernatural Horror,Medium,Medium,R,Medium,The Amityville Horror,Heavy
42,Drama,Light,Heavy,"R for strong sexual content including graphic nudity, and for language",Heavy,Eros,None
43,Drama,Medium,Medium,Not Rated,Heavy,Don’T Move,Medium
44,Gangster Thriller,Heavy,Medium,R,Medium,Layer Cake,Heavy
45,Drama,Heavy,Medium,R,Heavy,The Ballad Of Jack And Rose,Light
46,Drama,Heavy,Heavy,Not Rated,Medium,Kings And Queen,Medium
47,Drama,Medium,Heavy,PG-13 for nudity and thematic elements,Light,Off The Map,Light
48,Documentary,Medium,Medium,"R for strong sexual content including graphic nudity, and for language",Light,Enron: The Smartest Guys In The Room,None
49,Comedy,Medium,None,"PG-13 for crude and sexual humor, and some sensuality",Light,Fever Pitch,Light
