SK_ID_CURR,TARGET
100001,0.022289407
100005,0.07956956
100013,0.015695302
100028,0.03454347
100038,0.06522604
100042,0.024231592
100057,0.014808209
100065,0.03172326
100066,0.004221585
100067,0.04639509
100074,0.08270215
100090,0.032215875
100091,0.069054894
100092,0.039155748
100106,0.035084914
100107,0.061853155
100109,0.03972878
100117,0.017505743
100128,0.02672655
100141,0.0166238
100150,0.014672284
100168,0.0069489065
100169,0.021137832
100170,0.038842853
100171,0.02900778
100172,0.08505989
100184,0.08005574
100187,0.04785292
100212,0.05813718
100222,0.038544882
100223,0.009438394
100232,0.013151104
100241,0.128316
100245,0.017667398
100253,0.016795376
100256,0.054423988
100271,0.006061537
100278,0.22676179
100280,0.008877773
100306,0.1563177
100311,0.10382924
100312,0.019390132
100330,0.06354646
100331,0.019257445
100352,0.06237888
100358,0.035646614
100367,0.022737108
100382,0.10506202
100384,0.031583622
100385,0.0589131
100386,0.033472914
100399,0.00855827
100404,0.05410093
100416,0.011449502
100422,0.062447503
100426,0.01540185
100438,0.028339025
100444,0.0858429
100445,0.08449873
100446,0.03196536
100447,0.018512918
100450,0.0683522
100466,0.010984917
100483,0.01859228
100484,0.020616077
100494,0.031487696
100510,0.0905647
100512,0.022565015
100517,0.023485169
100548,0.033481624
100551,0.024603674
100552,0.038494986
100553,0.019604253
100561,0.06793511
100568,0.43865848
100569,0.038447052
100591,0.042643115
100592,0.017545942
100602,0.043833107
100607,0.047538534
100613,0.06841226
100617,0.108556345
100618,0.046069432
100622,0.045998674
100625,0.078534715
100677,0.100031376
100699,0.022754543
100702,0.36961877
100711,0.045260664
100729,0.064051725
100740,0.14042564
100744,0.11995955
100745,0.029764092
100747,0.074819505
100751,0.3306491
100752,0.061564814
100753,0.18425576
100754,0.14793529
100760,0.032836918
100762,0.10248422
100763,0.030244926
100765,0.020967579
100770,0.053104848
100772,0.009114511
100777,0.023845093
100791,0.017406441
100792,0.012729514
100797,0.009396539
100823,0.020729301
100826,0.02110249
100830,0.02991473
100836,0.26339844
100872,0.048418555
100910,0.034348447
100913,0.08550518
100918,0.025869625
100931,0.011126382
100952,0.03335194
100953,0.022202838
100965,0.1006282
100970,0.02327558
100982,0.1062594
100983,0.16625881
100984,0.027235573
100987,0.03846256
100997,0.04434031
100998,0.08954533
101002,0.027759423
101005,0.15354115
101008,0.15142931
101020,0.056620438
101021,0.027863469
101024,0.028773172
101025,0.11457172
101026,0.035145573
101031,0.017170705
101041,0.014253854
101051,0.0101394
101055,0.06639779
101056,0.16348122
101057,0.03314051
101064,0.012843364
101079,0.07678221
101087,0.023832422
101090,0.03378783
101092,0.07323433
101097,0.07981053
101099,0.031142501
101107,0.104939446
101118,0.055607345
101125,0.030259779
101126,0.015075602
101128,0.013039249
101136,0.053596977
101140,0.10192443
101149,0.117325276
101160,0.058330856
101169,0.14603768
101181,0.021082591
101186,0.008778992
101190,0.069780625
101193,0.083388895
101194,0.16290759
101198,0.13061737
101200,0.019849917
101204,0.022716058
101211,0.03853924
101213,0.07200399
101223,0.030961366
101225,0.044983838
101237,0.07050133
101243,0.08735894
101244,0.08619246
101258,0.032188635
101259,0.13752891
101268,0.067622505
101269,0.019203538
101271,0.10020639
101279,0.04356362
101281,0.08334065
101287,0.04074901
101292,0.06220537
101294,0.03297376
101296,0.06659967
101297,0.015854213
101299,0.019016752
101301,0.02155903
101305,0.047880888
101308,0.07303636
101318,0.0192765
101327,0.20385413
101329,0.014520185
101332,0.036351644
101337,0.03253735
101343,0.013441022
101345,0.010328937
101346,0.010400797
101353,0.007059017
101354,0.071204744
101355,0.107493505
101356,0.026513936
101362,0.052178737
101363,0.17481495
101365,0.015972726
101366,0.08117999
101367,0.11117977
101368,0.010564915
101374,0.10309021
101380,0.014326758
101383,0.040526256
101398,0.02152701
101399,0.17216048
101401,0.1746938
101412,0.05325768
101426,0.03320384
101427,0.28583744
101428,0.12374669
101429,0.18659496
101434,0.036751688
101440,0.06711482
101448,0.085402295
101449,0.03789143
101465,0.022985907
101467,0.030966958
101472,0.062582515
101478,0.07003166
101497,0.054503363
101504,0.088323995
101547,0.014085152
101548,0.058230452
101555,0.09053026
101570,0.016052155
101572,0.05810419
101578,0.0258316
101580,0.121525615
101588,0.11126365
101602,0.023611981
101610,0.071968906
101614,0.03735919
101616,0.016316002
101643,0.076218195
101644,0.02215562
101649,0.053338103
101650,0.073741026
101665,0.02034611
101667,0.07119734
101669,0.046227094
101674,0.041163974
101675,0.024445899
101678,0.053174723
101682,0.047611002
101686,0.04503973
101697,0.21021007
101700,0.30779544
101711,0.03062373
101714,0.021122953
101715,0.17012946
101728,0.03602449
101732,0.038051974
101757,0.10110974
101758,0.046991657
101759,0.048017617
101762,0.0123183
101764,0.051770814
101780,0.27539784
101784,0.0076698735
101789,0.009564317
101816,0.08447743
101819,0.021201538
101827,0.012873161
101863,0.06104995
101867,0.029372163
101870,0.01436754
101873,0.15398166
101878,0.040751897
101879,0.024485894
101880,0.010458835
101887,0.036194403
101897,0.031931102
101901,0.07517421
101903,0.20928685
101920,0.01205391
101921,0.02853936
101922,0.034512408
101961,0.061305262
101962,0.023221167
101971,0.04788393
101976,0.18924206
102002,0.05714689
102005,0.024407076
102007,0.3262558
102017,0.020299183
102019,0.22785734
102029,0.013717777
102051,0.20081323
102052,0.009052069
102054,0.013956386
102062,0.070424825
102067,0.17159852
102068,0.036850575
102070,0.025730383
102090,0.0858505
102092,0.03126069
102099,0.07850494
102100,0.020282876
102112,0.04866795
102113,0.024783878
102122,0.13188386
102123,0.030664155
102125,0.045927018
102126,0.14051346
102146,0.0288008
102147,0.106014974
102151,0.027803672
102158,0.05179862
102159,0.026049808
102162,0.0814862
102165,0.03139273
102166,0.026634533
102174,0.014500772
102193,0.11551211
102198,0.031527665
102205,0.07888629
102206,0.012515161
102218,0.020983377
102221,0.02100864
102230,0.027125716
102238,0.042625558
102248,0.017342275
102252,0.13184522
102259,0.039150555
102262,0.08602842
102273,0.033956297
102286,0.084971644
102293,0.01900107
102294,0.03209784
102296,0.039680164
102298,0.037978318
102303,0.01610833
102309,0.049380943
102315,0.021479601
102340,0.015029409
102342,0.08915699
102344,0.06726283
102346,0.0440252
102347,0.021216381
102374,0.07626768
102380,0.012434795
102387,0.026868476
102393,0.035042364
102403,0.017504899
102413,0.07059239
102414,0.0047554863
102415,0.023801863
102416,0.07474397
102439,0.046543643
102441,0.039945543
102443,0.009279943
102444,0.041185256
102445,0.11843963
102448,0.031229654
102449,0.071657434
102450,0.13429949
102456,0.027884942
102458,0.05927995
102459,0.027612489
102465,0.01154991
102470,0.08773528
102471,0.057316717
102475,0.03440384
102476,0.077233486
102506,0.05591676
102509,0.021992521
102519,0.034099396
102522,0.017438497
102545,0.047274977
102549,0.032918666
102562,0.009886234
102563,0.016736453
102568,0.111927934
102582,0.057806574
102592,0.015908003
102597,0.08280134
102605,0.042026397
102614,0.018746747
102617,0.07690398
102634,0.040008668
102652,0.02027201
102655,0.007568927
102671,0.065684564
102694,0.21787342
102701,0.024899572
102703,0.0137872575
102704,0.0155223925
102713,0.027952101
102720,0.14369132
102731,0.027902914
102733,0.026886068
102749,0.017335337
102755,0.052462123
102763,0.016551143
102770,0.051804874
102772,0.029925767
102799,0.19190323
102838,0.01584989
102854,0.043415777
102862,0.07120829
102863,0.031403657
102867,0.015896982
102868,0.009909524
102878,0.07061387
102887,0.027371943
102898,0.14783402
102904,0.07776268
102912,0.04876857
102919,0.034923933
102927,0.09595566
102932,0.036364034
102933,0.08666783
102935,0.030306926
102958,0.06864563
102969,0.10867988
102971,0.016521411
102975,0.02323813
102979,0.044172227
102982,0.010666742
102987,0.05429361
102989,0.07263706
102995,0.051381636
102996,0.019746361
103000,0.04577135
103001,0.04661892
103004,0.037872866
103010,0.023578696
103025,0.13382648
103029,0.03714747
103046,0.056056537
103056,0.044852875
103062,0.09945048
103078,0.010812072
103083,0.013264984
103092,0.030844253
103096,0.05816321
103097,0.115246
103102,0.0951058
103112,0.046301406
103132,0.04371625
103144,0.09218012
103145,0.05580281
103146,0.018411594
103147,0.058713328
103158,0.019639008
103171,0.0453801
103173,0.01681074
103184,0.01548678
103195,0.096747145
103196,0.05159279
103206,0.016506806
103230,0.109146774
103231,0.1338434
103232,0.02384954
103239,0.056251887
103240,0.10398595
103243,0.023616392
103252,0.08535495
103258,0.029634805
103259,0.09045909
103279,0.014871031
103280,0.007478709
103286,0.014983188
103287,0.43438217
103290,0.0119055
103298,0.04631478
103315,0.010723547
103319,0.04832109
103334,0.05404328
103336,0.03251433
103345,0.022600675
103368,0.02077656
103371,0.12689881
103377,0.036947068
103398,0.017704418
103404,0.05805011
103408,0.11432105
103410,0.045948237
103418,0.024609007
103420,0.14697647
103432,0.06041976
103433,0.018372046
103436,0.0123557765
103440,0.015090479
103453,0.048890717
103459,0.030812262
103460,0.030953195
103461,0.016354313
103462,0.04591608
103473,0.06614909
103474,0.023793941
103475,0.10488374
103478,0.11581786
103480,0.07919054
103484,0.018549815
103494,0.05391438
103513,0.037655823
103515,0.057394568
103516,0.11085867
103525,0.079847224
103541,0.16285394
103544,0.02268531
103562,0.15380405
103570,0.12912178
103572,0.11771226
103574,0.026176728
103575,0.050708808
103591,0.050732374
103594,0.040321868
103609,0.028882977
103613,0.03762943
103614,0.02802954
103615,0.044363935
103624,0.032783836
103625,0.11221358
103628,0.18800265
103629,0.017644605
103647,0.03272109
103648,0.049472194
103651,0.04296496
103658,0.014854262
103668,0.04525398
103669,0.023855783
103676,0.059238207
103682,0.04196543
103683,0.04161821
103689,0.019293597
103725,0.028719332
103733,0.087334536
103744,0.015682245
103762,0.080331326
103771,0.23613532
103773,0.005887975
103783,0.04528047
103784,0.052004848
103808,0.02477523
103812,0.10676197
103813,0.10345664
103814,0.025818693
103818,0.14941767
103824,0.023133943
103828,0.0232089
103830,0.33037344
103840,0.0103756655
103842,0.08361206
103847,0.1887936
103848,0.04039737
103851,0.015154145
103854,0.090015434
103857,0.10590466
103861,0.009455586
103862,0.08433298
103865,0.059361104
103870,0.009566047
103876,0.027718361
103891,0.2674554
103908,0.0523171
103914,0.06640198
103918,0.062746584
103940,0.020138144
103963,0.05363038
103966,0.11888921
103971,0.11158929
103980,0.105956934
103984,0.081864364
103985,0.039452758
103998,0.25873083
104019,0.018444426
104026,0.03187291
104035,0.03535993
104044,0.043483317
104045,0.022515686
104047,0.29943538
104051,0.032583326
104058,0.055374708
104063,0.01081198
104066,0.089472
104087,0.012947532
104089,0.045639977
104095,0.020665377
104098,0.054685693
104104,0.033344775
104110,0.20127231
104120,0.07316933
104122,0.018477082
104131,0.021820763
104132,0.0415266
104135,0.037419695
104136,0.026361741
104149,0.06011321
104150,0.043583423
104156,0.31098026
104165,0.08115388
104175,0.018878525
104179,0.082438335
104184,0.08602231
104206,0.015946172
104216,0.2260321
104230,0.11065994
104257,0.01705322
104272,0.015003455
104273,0.073156185
104278,0.03317697
104294,0.10181112
104295,0.022958118
104297,0.02311864
104298,0.03639652
104308,0.03233925
104318,0.020267881
104319,0.067085885
104320,0.10780021
104327,0.06497936
104334,0.07002399
104344,0.04416836
104350,0.025628116
104351,0.09108834
104354,0.0198618
104369,0.08591537
104376,0.05465956
104381,0.021906232
104384,0.056032095
104391,0.02620941
104394,0.027140196
104398,0.19972487
104402,0.01157631
104408,0.07366431
104409,0.02492257
104410,0.16450296
104412,0.120749265
104417,0.08357239
104424,0.04929269
104426,0.04449908
104435,0.0724855
104445,0.029491376
104458,0.008031462
104460,0.042840276
104466,0.023094598
104472,0.07052572
104473,0.064425156
104479,0.015320821
104480,0.014712804
104482,0.056380354
104499,0.015446081
104501,0.014105236
104502,0.018254751
104506,0.0844849
104510,0.009091079
104512,0.08047658
104520,0.10801221
104528,0.04028668
104529,0.010705165
104541,0.046125058
104578,0.027095167
104584,0.049688168
104588,0.069064476
104602,0.11899728
104610,0.022869857
104611,0.09955986
104618,0.054493215
104620,0.032819487
104622,0.025392849
104624,0.03695513
104625,0.07775805
104634,0.047824387
104639,0.06857296
104646,0.024636814
104647,0.031874023
104652,0.013593481
104670,0.08862953
104677,0.01908119
104685,0.058192518
104691,0.026552403
104696,0.07096495
104699,0.020219212
104712,0.07858201
104714,0.02587504
104717,0.06948081
104718,0.008435598
104740,0.059245493
104741,0.024181413
104743,0.012465839
104744,0.036503904
104747,0.079565324
104767,0.042119298
104772,0.20924143
104776,0.14519714
104779,0.018632222
104814,0.017456112
104815,0.030690247
104830,0.07907847
104831,0.053204715
104833,0.059286598
104839,0.01804294
104840,0.02299281
104860,0.08150669
104861,0.017098976
104866,0.054101467
104870,0.022908371
104877,0.08274764
104878,0.012586075
104879,0.016574569
104880,0.035988986
104899,0.060219258
104906,0.039781723
104907,0.064168565
104913,0.11380731
104916,0.056370653
104921,0.049202323
104930,0.0362315
104931,0.14812149
104936,0.024781533
104937,0.03047568
104942,0.012905552
104943,0.049377047
104969,0.07057545
104972,0.14573418
104988,0.07712503
105013,0.020414121
105015,0.021710621
105019,0.04616041
105027,0.03532619
105030,0.057775196
105035,0.16648471
105041,0.013657349
105051,0.105708055
105056,0.04845635
105067,0.47591132
105071,0.073065676
105072,0.03475532
105074,0.09136316
105091,0.05074905
105101,0.025572604
105103,0.014076188
105134,0.03187656
105139,0.019143453
105142,0.076175585
105146,0.04635741
105163,0.030204415
105168,0.06251337
105172,0.0072552767
105176,0.26222086
105195,0.07089988
105196,0.08648086
105197,0.01036372
105203,0.022901937
105223,0.069069564
105227,0.11200338
105228,0.021635167
105230,0.1669696
105231,0.13741264
105239,0.017508565
105242,0.03885934
105244,0.032110382
105245,0.041865338
105248,0.022993041
105249,0.034113344
105266,0.07207319
105271,0.12701038
105276,0.035871763
105282,0.013628423
105292,0.061089635
105297,0.008808315
105332,0.040477592
105333,0.022753311
105343,0.03784156
105344,0.04037305
105345,0.076755986
105357,0.043062817
105359,0.045007844
105366,0.034488734
105367,0.037275903
105370,0.006923357
105377,0.030639067
105390,0.028134063
105399,0.007119039
105403,0.046002503
105404,0.02498691
105414,0.014920198
105417,0.0731601
105425,0.12019361
105452,0.06531207
105454,0.065358914
105456,0.050958272
105470,0.025011156
105471,0.033475205
105483,0.24877355
105493,0.08220734
105508,0.0625763
105514,0.043302234
105515,0.01369481
105528,0.20246121
105529,0.029230352
105531,0.08915961
105532,0.042584635
105558,0.015785301
105574,0.014262661
105578,0.009750297
105584,0.2023086
105595,0.043842398
105617,0.120430425
105618,0.0343081
105621,0.0384015
105625,0.05727667
105629,0.028278876
105630,0.009612961
105634,0.015915792
105635,0.014547031
105641,0.051864598
105647,0.07302067
105648,0.042311266
105655,0.034319397
105657,0.022575524
105672,0.055536784
105678,0.13474303
105682,0.053074557
105691,0.04311906
105692,0.015560191
105706,0.048640702
105712,0.05332631
105720,0.025718613
105734,0.0051576924
105735,0.03497402
105736,0.079153776
105737,0.009267523
105738,0.11497507
105740,0.15328942
105744,0.030010002
105747,0.03731672
105749,0.1512932
105754,0.06634452
105758,0.034241084
105760,0.09344192
105767,0.111282304
105784,0.10679071
105791,0.020920763
105802,0.13897528
105807,0.097867
105809,0.044785727
105816,0.050738472
105817,0.018740145
105824,0.13999939
105832,0.043274727
105856,0.025694815
105865,0.023977546
105899,0.2780142
105906,0.024387885
105916,0.074178204
105923,0.040638514
105937,0.027768428
105965,0.016537372
105966,0.04109289
105968,0.034794077
105973,0.030616723
105976,0.1006176
105978,0.042739294
105979,0.019307218
105991,0.058921758
105998,0.083886705
105999,0.02636293
106000,0.2761193
106001,0.053104065
106010,0.059980825
106011,0.020861834
106013,0.15220892
106015,0.03190094
106026,0.017868469
106032,0.031057706
106035,0.3323673
106040,0.0549198
106041,0.15205623
106044,0.013945196
