Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1965;23547.0489
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1966;23585.5706
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1967;24728.178
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1968;25368.6439
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1969;26524.2877
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1970;27647.5679
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1971;27622.3129
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1972;28123.5245
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1973;28103.7732
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1974;28736.8757
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1975;28692.114
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1976;28984.4401
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1977;29468.4799
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1978;29157.575
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1979;29779.3113
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1980;30152.1067
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1981;30416.9958
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1982;30642.3761
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1983;29336.7419
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1984;30159.5394
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1985;31121.5281
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1986;31780.6523
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1987;31991.887
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1988;33143.7889
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1989;33669.3685
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1990;34170.3843
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1991;33422.8257
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1992;32953.1803
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1993;33884.502
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1994;34764.1942
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1995;35579.6222
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1996;36479.8793
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1997;37345.2587
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1998;38557.5197
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;1999;39903.929
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;2000;40953.2652
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;2001;41114.5016
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;2002;42078.3643
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;2003;42741.7647
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;2004;43904.3436
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;2005;44619.037
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;2006;45211.3563
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;2007;45992.1512
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;2008;46634.6094
Australia;"agdpro_pall_992_i_AU
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2017)
";pall;2009;46418.4542
