"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",14.2542399138841,
"FRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",14.1009625016534,
"FRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",13.8878286495411,
"FRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",13.8928007800148,
"FRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",13.7788493728802,
"FRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",13.8166688337017,
"FRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",14.3810196186113,
"FRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",14.8084279674685,
"FRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",14.7137443890004,
"FRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",14.7935477842806,
"FRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",14.6286207133508,
"FRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",14.4951992417687,
"FRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",14.6123229504412,
"FRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",15.5426864598729,
"FRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",15.5514313966548,
"FRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",15.3725595362153,
"FRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",15.4722511063747,
"FRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",15.5703624003337,
"FRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",15.6916221075327,
"FRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",15.5606814311291,
"FRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",15.5439277598889,"E"
"FRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2017",15.4300837149633,"E"
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1986",8.12555001466706,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1987",8.154433992665,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1988",7.96992694115648,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1989",8.19856635626717,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1990",8.85816692268305,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1991",8.45024083383781,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1992",8.59926700634665,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1993",7.89604546530902,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1994",7.32258100224714,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1995",7.10656206161999,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",6.9020088822069,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",6.8855305588948,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",6.88777181798609,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",6.98142701957979,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",6.66733423454998,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",6.5463981602337,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",6.35814204658939,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",6.32309587410555,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",6.37948213615601,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",6.85426703900328,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",7.15173840290044,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",7.11923188080023,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",7.51145730604323,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",7.29880412456049,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",7.37978902248395,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",7.31425945291947,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",7.13563125367863,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",6.90966923853941,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",6.88537719102701,
"NZL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",6.85540863119543,
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1991",14.4189218222785,"E"
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1992",14.4329522547024,"E"
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1993",14.0692248986661,"E"
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1994",13.5454197682336,"E"
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1995",12.0066837650688,
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",11.4111071674072,
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",11.0812669564415,
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",10.9687675698618,
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",10.9455015976074,
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",10.7509666238554,
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",10.6802885298228,
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",11.3245331210592,
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",12.1914728930862,
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",11.8275129498611,
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",11.9936675195081,
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",11.913724380185,
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",10.9765401487698,
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",11.1551970075345,
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",11.421514585422,
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",11.005253006665,
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",10.5656970525779,
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",10.219990477072,
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",9.77931189846873,
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",9.80999679274299,
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",10.0793436450355,
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",10.2629902835435,
"HUN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2017",10.2084026808586,
"EST","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1993",15.2106929524365,"E"
"EST","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1994",15.2986368435554,"E"
"EST","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1995",16.0994086558122,
"EST","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",14.0906114235347,
"EST","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",11.8802848244576,
"EST","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",11.4625537669733,
"EST","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",12.0184744923432,
"EST","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",10.5732469687663,
"EST","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",10.0548804238722,
"EST","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",9.88424615619882,
"EST","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",9.62658108378832,
"EST","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",9.72361920080201,
"EST","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",9.38633860755706,
"EST","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",8.8984529355413,
"EST","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",8.88843460697591,
"EST","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",10.432477264131,
"EST","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",12.066883124751,
"EST","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",11.406197292486,
"EST","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",10.5209078927568,
"EST","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",10.2828546118451,
"EST","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",10.415944828445,
"EST","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",10.4457419537528,
"EST","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",11.0076744689359,
"EST","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",11.2114711936367,
"EST","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2017",11.0581343445728,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1970",13.5250573922821,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1971",14.4381102895524,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1972",14.6380590774796,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1973",14.3304375890912,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1974",15.8820195577414,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1975",16.2421422858961,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1976",15.4979755883041,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1977",15.6458601709802,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1978",16.049772138057,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1979",16.3745249151128,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1980",17.1547741401159,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1981",17.6416806570171,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1982",17.6769623190248,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1983",17.1169335571595,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1984",16.0691618923462,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1985",15.8845102454233,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1986",15.3888682303251,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1987",15.9244655791413,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1988",16.5309496505726,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1989",15.9259565747553,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1990",16.3391802065789,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1991",16.37997150079,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1992",16.5771050059912,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1993",17.2751613952476,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1994",16.664787382486,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1995",16.4098205180403,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",16.3789585523849,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",15.9017876696253,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",16.3275682384645,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",16.4449091074577,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",16.144702889114,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",16.5494492995393,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",17.1062866640525,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",17.3333444695706,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",17.2667880034608,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",16.8870556071184,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",16.7021150119482,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",16.8304247934692,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",17.3315125980449,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",19.389098350137,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",19.1319799925563,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",18.6390478077856,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",18.4868934175267,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",18.3082971917062,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",18.3340610196526,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",18.2705608186638,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",18.1857168718495,
"DNK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2017",17.7984130166686,
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1976",9.27144147701235,"E"
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1977",9.2689747020801,"E"
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1978",9.73547662687,"E"
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1979",9.60727041613123,"E"
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1980",9.77026330461401,"E"
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1981",10.2283541328293,"E"
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1982",10.3111716360178,"E"
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1983",10.1359911222967,"E"
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1984",10.1054813054625,"E"
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1985",10.2890835508869,"E"
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1986",10.380645301891,"E"
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1987",10.5076758746294,"E"
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1988",10.4299392993253,"E"
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1989",10.3034961297975,"E"
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1990",10.2793637214208,"E"
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1991",10.4272009794407,"E"
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1992",10.7868970372714,"E"
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1993",11.345070874273,"E"
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1994",11.4005565009452,"E"
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1995",11.3896055546512,
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",11.3829241975825,
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",11.7149690107912,
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",11.84679990146,
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",11.9322054418486,
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",11.6573336164708,
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",11.6056640813825,
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",11.7650006029059,
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",11.9097804793411,
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",11.6887078124679,
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",11.5347226368526,
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",11.5921231239344,
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",11.5141009001508,
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",11.7893228567312,
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",12.4855395366305,
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",12.4292083884427,
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",12.148590201241,
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",12.1940841989143,
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",12.3226283087103,
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",12.3332843535549,
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",12.4329779890847,
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",12.6030507143963,
"AUT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2017",12.3243887676328,
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1989",6.13417900105914,"E"
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1990",6.06892925323149,"E"
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1991",5.98762644800433,"E"
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1992",6.57280121313473,"E"
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1993",7.58013742633398,"E"
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1994",9.24554373239044,"E"
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1995",8.38826656750413,"E"
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",8.34691636338452,"E"
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",8.68322691101039,"E"
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",7.65785148226494,"E"
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",5.69625301556258,"E"
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",5.64953620037008,"E"
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",6.27249884618482,"E"
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",7.44658862660995,"E"
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",7.21803250854988,"E"
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",6.94926380209753,"E"
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",7.22441321513134,"E"
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",7.51383741203017,"E"
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",7.65237475980261,"E"
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",7.9609705704198,"E"
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",9.28009371002038,"E"
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",8.34980075829449,"E"
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",8.13615761289317,
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",7.66622566430638,
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",7.8306335142814,
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",7.84224505210461,
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",7.74286658750604,
"RUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",8.08205636197746,
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1980",7.54648339451992,"E"
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1981",7.53057308811233,"E"
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1982",7.65009016488847,"E"
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1983",7.82453336065426,"E"
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1984",7.71728714423379,"E"
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1985",7.5917083163513,"E"
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1986",7.67753401746574,"E"
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1987",7.65034479663204,"E"
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1988",7.46162588160978,"E"
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1989",7.3598073321586,"E"
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1990",7.25479598161832,"E"
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1991",7.24414619309231,"E"
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1992",7.51195503749127,"E"
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1993",7.86163007782539,"E"
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1994",8.07480673935379,
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1995",8.25493808601329,
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",8.40593761702252,
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",8.44789545860889,
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",8.59255254397379,
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",8.93979391584904,
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",9.26949759448345,
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",9.61952562595004,
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",9.8561938284396,
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",9.86762338506719,
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",9.90520675653316,
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",10.0386581416008,
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",9.98172827687231,
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",10.065335284853,
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",10.4286657767377,
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",11.3456560865044,
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",11.3557823772334,
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",11.9097044515917,
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",12.1331500986348,
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",12.1121532920118,
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",12.1355541025461,
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",11.9981210024779,
"JPN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",12.0373675493429,
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1990",11.1389070303524,"E"
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1991",11.617811714873,"E"
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1992",11.9016790079964,"E"
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1993",12.0683596807866,"E"
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1994",11.8914889040417,"E"
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1995",12.2006719592031,
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",12.4457373212511,"B"
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",12.0962051390554,
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",13.072216953832,
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",13.6559102396832,
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",13.9599329140264,
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",14.3310192243307,
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",15.7917021123983,
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",16.5956010817519,
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",15.8732776224365,
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",15.6516531220656,
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",15.5930970419123,
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",15.2519640873193,
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",15.5082692001876,
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",16.0359446892688,
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",15.6805419103282,
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",15.4719255640667,
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",15.2147678994843,
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",15.278465598601,
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",15.4773775572018,
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",15.2858646250894,
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",15.164410621868,
"ISL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2017",15.3629812323358,
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1988",7.56360036781449,"E"
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1989",7.79663246667704,"E"
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1990",8.20250376070776,"E"
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1991",8.91716410245072,"E"
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1992",9.10382030224566,"E"
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1993",9.81147614714386,"E"
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1994",9.53832743164,"E"
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1995",9.81354672400292,
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",10.1406542255271,
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",10.3491761635105,
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",10.4344031655483,
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",10.6793585755754,
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",11.0056399613891,
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",11.3225830623635,
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",11.5259244362536,
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",11.8508669885319,
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",11.9722484698293,
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",12.1716977789183,
"PRT","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",11.6468984436962,
